Ctrl_cell_T0-1	Ctrl_cell_T0-2	Ctrl_cell_T2h-1	Ctrl_cell_T2h-2	L-Cyc_cell_T0-1	L-Cyc_cell_T0-2	L-Cyc_cell_T2h-1	L-Cyc_cell_T2h-2
	0.0	0.0	0.0	0.0			0.0
0.0	0.0	0.0	0.0018966435726328	0.0	0.0		0.0005000413005317
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0076274917459648	0.0016757713035725	0.0050933890144735	0.0025287521846131	0.0057568749428963	0.0052188231363874	0.0041732481389427	0.0046244191460601
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0003001830985107	0.0	0.0180323570915377	0.0208864367091383	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
							
0.0071142930086375	0.0071156517039787	0.126874713735778	0.137607007753336	0.0088721470365526	0.0081418183341995	0.128546005517517	0.134463940877588
0.0186189922849795	0.0189512529072842	0.199700486213809	0.193976641844404	0.0186857662222136	0.0202828476474173	0.20124661989943	0.203786827442622
0.001602000129099	0.0	0.114887862236339	0.139366599094848	0.0022774158642472	0.0022177382266197	0.125412764443405	0.150842877169667
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.996169569495619	0.995975477500888	0.99592721423554	0.996105017845211	0.99599115961227	0.99599772879137	0.996132991391358	0.996246688151202
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.53420625487163e-05	8.4896366324339e-05	0.0075333745296447	0.0113698929771914	0.0	0.0	0.0061450615379249	0.0084380432836862
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.006100565037231	0.0051347592442219	0.016636816203803	0.0146250924721546	0.0033332465193545	0.0039890890311149	0.0133985852742358	0.0146846667756098
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
