tool_id,tool_name,directory,event_type,version,old_version,change_type,commit_hash,commit_date,commit_message
bedtools_tagbed,bedtools TagBed,bedtools,update,2.29.2,2.29.0,upstream,833a0b5510d91226c1b0b94550cebfd44243b8d4,2020-06-15T20:18:13+00:00,Merge pull request #3080 from lldelisle/bedtoolsv2.29.2
bedtools_unionbedgraph,bedtools Merge BedGraph files,bedtools,update,2.29.2,2.29.0,upstream,833a0b5510d91226c1b0b94550cebfd44243b8d4,2020-06-15T20:18:13+00:00,Merge pull request #3080 from lldelisle/bedtoolsv2.29.2
bedtools_windowbed,bedtools WindowBed,bedtools,update,2.29.2,2.29.0,upstream,833a0b5510d91226c1b0b94550cebfd44243b8d4,2020-06-15T20:18:13+00:00,Merge pull request #3080 from lldelisle/bedtoolsv2.29.2
hmmer_alimask,alimask,hmmer3,update,3.3,3.2,upstream,7d31599a80c15f11ed00b2b3cbfb77ed6dfc8f3d,2020-06-16T09:10:28+00:00,Merge pull request #2720 from bernt-matthias/topic/hmmer3-container-fixes
hmmer_hmmalign,hmmalign,hmmer3,update,3.3,3.2,upstream,7d31599a80c15f11ed00b2b3cbfb77ed6dfc8f3d,2020-06-16T09:10:28+00:00,Merge pull request #2720 from bernt-matthias/topic/hmmer3-container-fixes
hmmer_hmmbuild,hmmbuild,hmmer3,update,3.3,3.2,upstream,7d31599a80c15f11ed00b2b3cbfb77ed6dfc8f3d,2020-06-16T09:10:28+00:00,Merge pull request #2720 from bernt-matthias/topic/hmmer3-container-fixes
hmmer_hmmconvert,hmmconvert,hmmer3,update,3.3,3.2,upstream,7d31599a80c15f11ed00b2b3cbfb77ed6dfc8f3d,2020-06-16T09:10:28+00:00,Merge pull request #2720 from bernt-matthias/topic/hmmer3-container-fixes
hmmer_hmmemit,hmmemit,hmmer3,update,3.3,3.2,upstream,7d31599a80c15f11ed00b2b3cbfb77ed6dfc8f3d,2020-06-16T09:10:28+00:00,Merge pull request #2720 from bernt-matthias/topic/hmmer3-container-fixes
hmmer_hmmfetch,hmmfetch,hmmer3,update,3.3,3.2,upstream,7d31599a80c15f11ed00b2b3cbfb77ed6dfc8f3d,2020-06-16T09:10:28+00:00,Merge pull request #2720 from bernt-matthias/topic/hmmer3-container-fixes
hmmer_hmmscan,hmmscan,hmmer3,update,3.3,3.2,upstream,7d31599a80c15f11ed00b2b3cbfb77ed6dfc8f3d,2020-06-16T09:10:28+00:00,Merge pull request #2720 from bernt-matthias/topic/hmmer3-container-fixes
hmmer_hmmsearch,hmmsearch,hmmer3,update,3.3,3.2,upstream,7d31599a80c15f11ed00b2b3cbfb77ed6dfc8f3d,2020-06-16T09:10:28+00:00,Merge pull request #2720 from bernt-matthias/topic/hmmer3-container-fixes
hmmer_jackhmmer,jackhmmer,hmmer3,update,3.3,3.2,upstream,7d31599a80c15f11ed00b2b3cbfb77ed6dfc8f3d,2020-06-16T09:10:28+00:00,Merge pull request #2720 from bernt-matthias/topic/hmmer3-container-fixes
hmmer_nhmmer,nhmmer,hmmer3,update,3.3,3.2,upstream,7d31599a80c15f11ed00b2b3cbfb77ed6dfc8f3d,2020-06-16T09:10:28+00:00,Merge pull request #2720 from bernt-matthias/topic/hmmer3-container-fixes
hmmer_nhmmscan,nhmmscan,hmmer3,update,3.3,3.2,upstream,7d31599a80c15f11ed00b2b3cbfb77ed6dfc8f3d,2020-06-16T09:10:28+00:00,Merge pull request #2720 from bernt-matthias/topic/hmmer3-container-fixes
hmmer_phmmer,phmmer,hmmer3,update,3.3,3.2,upstream,7d31599a80c15f11ed00b2b3cbfb77ed6dfc8f3d,2020-06-16T09:10:28+00:00,Merge pull request #2720 from bernt-matthias/topic/hmmer3-container-fixes
chira_extract,ChiRA extract,chira,update,1.3.5+galaxy0,1.3.4+galaxy0,wrapper,34bc54621acbdc36724d9e3b6244e0389b0b3c64,2020-06-17T07:33:16+00:00,Merge pull request #3081 from pavanvidem/chira-1.3.5
chira_map,ChiRA map,chira,update,1.3.5+galaxy0,1.3.4+galaxy0,wrapper,34bc54621acbdc36724d9e3b6244e0389b0b3c64,2020-06-17T07:33:16+00:00,Merge pull request #3081 from pavanvidem/chira-1.3.5
chira_merge,ChiRA merge,chira,update,1.3.5+galaxy0,1.3.4+galaxy0,wrapper,34bc54621acbdc36724d9e3b6244e0389b0b3c64,2020-06-17T07:33:16+00:00,Merge pull request #3081 from pavanvidem/chira-1.3.5
chira_quantify,ChiRA qauntify,chira,update,1.3.5+galaxy0,1.3.4+galaxy0,wrapper,34bc54621acbdc36724d9e3b6244e0389b0b3c64,2020-06-17T07:33:16+00:00,Merge pull request #3081 from pavanvidem/chira-1.3.5
nanocompore_db,NanoComporeDB,nanocompore,new,1.0.0rc3.post2+galaxy1,,initial,a57b5b935a80db12a0ed867b4219453a2854dd32,2020-06-17T17:10:19+00:00,Merge pull request #3087 from mmiladi/nanocompore
medaka_consensus,medaka inference tool,medaka,update,1.0.3+galaxy1,1.0.1+galaxy1,upstream,7fec11af843c91c70413844368c1d5f5f78ce45e,2020-06-18T08:45:41+00:00,Merge pull request #3088 from stephanflemming/medaka
medaka_consensus_pipeline,medaka consensus pipeline,medaka,update,1.0.3+galaxy1,1.0.1+galaxy1,upstream,7fec11af843c91c70413844368c1d5f5f78ce45e,2020-06-18T08:45:41+00:00,Merge pull request #3088 from stephanflemming/medaka
medaka_variant,medaka vcf tool,medaka,update,1.0.3+galaxy0,1.0.1+galaxy0,upstream,7fec11af843c91c70413844368c1d5f5f78ce45e,2020-06-18T08:45:41+00:00,Merge pull request #3088 from stephanflemming/medaka
ivar_removereads,ivar removereads,ivar,new,1.2.2+galaxy1,,initial,693df287d23b0fd9dfd134b41d401a438c3f5ad6,2020-06-22T10:58:58+00:00,Merge pull request #3091 from wm75/ivar-improve
ivar_trim,ivar trim,ivar,update,1.2.2+galaxy1,1.2.2+galaxy0,wrapper,693df287d23b0fd9dfd134b41d401a438c3f5ad6,2020-06-22T10:58:58+00:00,Merge pull request #3091 from wm75/ivar-improve
hyphy_absrel,HyPhy-aBSREL,hyphy,update,2.5.15+galaxy0,2.5.14+galaxy0,upstream,a78b7580369026e6a2c55de44f40667f5e3d06ce,2020-06-22T18:31:01+00:00,Merge pull request #3086 from galaxyproject/hyphy_2_5_15
hyphy_bgm,HyPhy-BGM,hyphy,update,2.5.15+galaxy0,2.5.14+galaxy0,upstream,a78b7580369026e6a2c55de44f40667f5e3d06ce,2020-06-22T18:31:01+00:00,Merge pull request #3086 from galaxyproject/hyphy_2_5_15
hyphy_busted,HyPhy-BUSTED,hyphy,update,2.5.15+galaxy0,2.5.14+galaxy0,upstream,a78b7580369026e6a2c55de44f40667f5e3d06ce,2020-06-22T18:31:01+00:00,Merge pull request #3086 from galaxyproject/hyphy_2_5_15
hyphy_fade,HyPhy-FADE,hyphy,update,2.5.15+galaxy0,2.5.14+galaxy0,upstream,a78b7580369026e6a2c55de44f40667f5e3d06ce,2020-06-22T18:31:01+00:00,Merge pull request #3086 from galaxyproject/hyphy_2_5_15
hyphy_fel,HyPhy-FEL,hyphy,update,2.5.15+galaxy0,2.5.14+galaxy0,upstream,a78b7580369026e6a2c55de44f40667f5e3d06ce,2020-06-22T18:31:01+00:00,Merge pull request #3086 from galaxyproject/hyphy_2_5_15
hyphy_fubar,HyPhy-FUBAR,hyphy,update,2.5.15+galaxy0,2.5.14+galaxy0,upstream,a78b7580369026e6a2c55de44f40667f5e3d06ce,2020-06-22T18:31:01+00:00,Merge pull request #3086 from galaxyproject/hyphy_2_5_15
hyphy_gard,HyPhy-GARD,hyphy,update,2.5.15+galaxy0,2.5.14+galaxy0,upstream,a78b7580369026e6a2c55de44f40667f5e3d06ce,2020-06-22T18:31:01+00:00,Merge pull request #3086 from galaxyproject/hyphy_2_5_15
hyphy_meme,HyPhy-MEME,hyphy,update,2.5.15+galaxy0,2.5.14+galaxy0,upstream,a78b7580369026e6a2c55de44f40667f5e3d06ce,2020-06-22T18:31:01+00:00,Merge pull request #3086 from galaxyproject/hyphy_2_5_15
hyphy_prime,HyPhy-PRIME,hyphy,update,2.5.15+galaxy0,2.5.14+galaxy0,upstream,a78b7580369026e6a2c55de44f40667f5e3d06ce,2020-06-22T18:31:01+00:00,Merge pull request #3086 from galaxyproject/hyphy_2_5_15
hyphy_relax,HyPhy-RELAX,hyphy,update,2.5.15+galaxy0,2.5.14+galaxy0,upstream,a78b7580369026e6a2c55de44f40667f5e3d06ce,2020-06-22T18:31:01+00:00,Merge pull request #3086 from galaxyproject/hyphy_2_5_15
hyphy_slac,HyPhy-SLAC,hyphy,update,2.5.15+galaxy0,2.5.14+galaxy0,upstream,a78b7580369026e6a2c55de44f40667f5e3d06ce,2020-06-22T18:31:01+00:00,Merge pull request #3086 from galaxyproject/hyphy_2_5_15
hyphy_sm19,HyPhy-SM2019,hyphy,update,2.5.15+galaxy0,2.5.14+galaxy0,upstream,a78b7580369026e6a2c55de44f40667f5e3d06ce,2020-06-22T18:31:01+00:00,Merge pull request #3086 from galaxyproject/hyphy_2_5_15
phyml,PhyML,phyml,update,3.3.20190909,3.3.20190321,wrapper,61b727022bd1b24a8843830a9c5f34ef66835694,2020-06-22T22:24:14+00:00,Merge pull request #3092 from apetkau/phyml/3.3.20190909
fasterq_dump,Faster Download and Extract Reads in FASTQ,sra-tools,update,2.10.7+galaxy1,2.10.7+galaxy0,wrapper,1e2492fa4557ddc6ffefc16b249ed9ef0207d5e1,2020-06-23T20:50:04+00:00,Merge pull request #3096 from mvdbeek/fasterq_manifest_support
fastq_dump,Download and Extract Reads in FASTQ,sra-tools,update,2.10.7+galaxy1,2.10.7+galaxy0,wrapper,1e2492fa4557ddc6ffefc16b249ed9ef0207d5e1,2020-06-23T20:50:04+00:00,Merge pull request #3096 from mvdbeek/fasterq_manifest_support
sam_dump,Download and Extract Reads in BAM,sra-tools,update,2.10.7+galaxy1,2.10.7+galaxy0,wrapper,1e2492fa4557ddc6ffefc16b249ed9ef0207d5e1,2020-06-23T20:50:04+00:00,Merge pull request #3096 from mvdbeek/fasterq_manifest_support
idr_download_by_ids,Download IDR/OMERO,idr_download,update,0.42,0.41,wrapper,bf331f8e60e7bc1daf1cd71d2068062d925e7ffa,2020-06-24T06:52:35+00:00,Merge pull request #3094 from sunyi000/idr_tar
xmfa2gff3,Convert XMFA to gapped GFF3,progressivemauve,update,2015_02_13.1,2015_02_13.0,wrapper,fc61c9d4850614a6580d25f92e3032dc8edbc10d,2020-06-26T09:24:56+00:00,Merge pull request #2306 from innovate-invent/patch-1
shovill,Shovill,shovill,update,1.0.4+galaxy1,1.0.4+galaxy0,wrapper,da99aa8018e36c84fc4cbd7c73923fc710b3b31a,2020-06-28T08:04:15+00:00,Merge pull request #3098 from apetkau/update/shovill-ram
ont_fast5_api_compress_fast5,@TOOL_NAME@ Compress,ont_fast5_api,new,3.1.3+galaxy0,,initial,2df36b6d30fd69ea532a4fd42daf4741363074f3,2020-06-28T16:06:43+00:00,Merge pull request #3099 from mmiladi/ont-api
ont_fast5_api_multi_to_single_fast5,@TOOL_NAME@ Multi to single,ont_fast5_api,new,3.1.3+galaxy0,,initial,2df36b6d30fd69ea532a4fd42daf4741363074f3,2020-06-28T16:06:43+00:00,Merge pull request #3099 from mmiladi/ont-api
ont_fast5_api_single_to_multi_fast5,@TOOL_NAME@ Single to multi,ont_fast5_api,new,3.1.3+galaxy0,,initial,2df36b6d30fd69ea532a4fd42daf4741363074f3,2020-06-28T16:06:43+00:00,Merge pull request #3099 from mmiladi/ont-api
roary,Roary,roary,update,3.13.0+galaxy0,3.13.0,wrapper,b65bd3e275828e8f4729c0f8211bc2bf6da71689,2020-06-29T12:29:56+00:00,Merge pull request #3101 from galaxyproject/roary-pangenomeref
shovill,Shovill,shovill,update,1.1.0+galaxy0,1.0.4+galaxy1,upstream,0853ac8adfaf10985fe8248686e0093e6af2db19,2020-07-01T19:56:42+00:00,Merge pull request #3104 from thanhleviet/shovill
fasterq_dump,Faster Download and Extract Reads in FASTQ,sra-tools,update,2.10.7+galaxy2,2.10.7+galaxy1,wrapper,2646cabeb93bb9780c5c31839ea3189391b9a266,2020-07-01T21:28:15+00:00,Merge pull request #3107 from mvdbeek/fix_filelist_in_sra_tools
fastq_dump,Download and Extract Reads in FASTQ,sra-tools,update,2.10.7+galaxy2,2.10.7+galaxy1,wrapper,2646cabeb93bb9780c5c31839ea3189391b9a266,2020-07-01T21:28:15+00:00,Merge pull request #3107 from mvdbeek/fix_filelist_in_sra_tools
sam_dump,Download and Extract Reads in BAM,sra-tools,update,2.10.7+galaxy2,2.10.7+galaxy1,wrapper,2646cabeb93bb9780c5c31839ea3189391b9a266,2020-07-01T21:28:15+00:00,Merge pull request #3107 from mvdbeek/fix_filelist_in_sra_tools
chira_extract,ChiRA extract,chira,update,1.3.7+galaxy0,1.3.5+galaxy0,wrapper,fb01a8deba6fb97d50e1325648765f0a6b955b10,2020-07-02T09:08:00+00:00,Merge pull request #3108 from pavanvidem/chira-1.3.7
chira_map,ChiRA map,chira,update,1.3.7+galaxy0,1.3.5+galaxy0,wrapper,fb01a8deba6fb97d50e1325648765f0a6b955b10,2020-07-02T09:08:00+00:00,Merge pull request #3108 from pavanvidem/chira-1.3.7
chira_merge,ChiRA merge,chira,update,1.3.7+galaxy0,1.3.5+galaxy0,wrapper,fb01a8deba6fb97d50e1325648765f0a6b955b10,2020-07-02T09:08:00+00:00,Merge pull request #3108 from pavanvidem/chira-1.3.7
chira_quantify,ChiRA qauntify,chira,update,1.3.7+galaxy0,1.3.5+galaxy0,wrapper,fb01a8deba6fb97d50e1325648765f0a6b955b10,2020-07-02T09:08:00+00:00,Merge pull request #3108 from pavanvidem/chira-1.3.7
cutadapt,Cutadapt,cutadapt,update,1.16.8,1.16.7,wrapper,916aaa04992e36f9324299949b86cccd12d3081d,2020-07-03T18:47:38+00:00,Merge pull request #3109 from bernt-matthias/topic/cutadapt-maxn
fasttree,FASTTREE,fasttree,update,2.1.10+galaxy2,2.1.10+galaxy1,wrapper,db8a6a97a185bb9df389bf9a490d002fe940186c,2020-07-08T21:35:59+00:00,Merge pull request #3114 from bernt-matthias/topic/fix-fasttree-version
nanocompore_db,NanoComporeDB,nanocompore,update,1.0.0rc3.post2+galaxy2,1.0.0rc3.post2+galaxy1,wrapper,c2985b5c91a932e175cbfaf9b54a76e23beff9e9,2020-07-09T06:15:37+00:00,Merge pull request #3117 from galaxyproject/nanocompore_fix
dada2_assignTaxonomyAddspecies,dada2: assignTaxonomy and addSpecies,dada2,update,1.16+galaxy0,1.14+galaxy0,version,8533fe71d1d50f09348da2dc34941724407a1ffe,2020-07-14T10:43:04+00:00,Merge pull request #3000 from bernt-matthias/topic/dada_sort
dada2_dada,dada2: dada,dada2,update,1.16+galaxy0,1.14+galaxy0,version,8533fe71d1d50f09348da2dc34941724407a1ffe,2020-07-14T10:43:04+00:00,Merge pull request #3000 from bernt-matthias/topic/dada_sort
dada2_filterAndTrim,dada2: filterAndTrim,dada2,update,1.16+galaxy0,1.14+galaxy0,version,8533fe71d1d50f09348da2dc34941724407a1ffe,2020-07-14T10:43:04+00:00,Merge pull request #3000 from bernt-matthias/topic/dada_sort
dada2_learnErrors,dada2: learnErrors,dada2,update,1.16+galaxy0,1.14+galaxy0,version,8533fe71d1d50f09348da2dc34941724407a1ffe,2020-07-14T10:43:04+00:00,Merge pull request #3000 from bernt-matthias/topic/dada_sort
dada2_makeSequenceTable,dada2: makeSequenceTable,dada2,update,1.16+galaxy0,1.14+galaxy0,version,8533fe71d1d50f09348da2dc34941724407a1ffe,2020-07-14T10:43:04+00:00,Merge pull request #3000 from bernt-matthias/topic/dada_sort
dada2_mergePairs,dada2: mergePairs,dada2,update,1.16+galaxy0,1.14+galaxy0,version,8533fe71d1d50f09348da2dc34941724407a1ffe,2020-07-14T10:43:04+00:00,Merge pull request #3000 from bernt-matthias/topic/dada_sort
dada2_plotComplexity,dada2: plotComplexity,dada2,update,1.16+galaxy0,1.14+galaxy0,version,8533fe71d1d50f09348da2dc34941724407a1ffe,2020-07-14T10:43:04+00:00,Merge pull request #3000 from bernt-matthias/topic/dada_sort
dada2_plotQualityProfile,dada2: plotQualityProfile,dada2,update,1.16+galaxy0,1.14+galaxy0,version,8533fe71d1d50f09348da2dc34941724407a1ffe,2020-07-14T10:43:04+00:00,Merge pull request #3000 from bernt-matthias/topic/dada_sort
dada2_removeBimeraDenovo,dada2: removeBimeraDenovo,dada2,update,1.16+galaxy0,1.14+galaxy0,version,8533fe71d1d50f09348da2dc34941724407a1ffe,2020-07-14T10:43:04+00:00,Merge pull request #3000 from bernt-matthias/topic/dada_sort
dada2_seqCounts,dada2: sequence counts,dada2,update,1.16+galaxy0,1.14+galaxy0,version,8533fe71d1d50f09348da2dc34941724407a1ffe,2020-07-14T10:43:04+00:00,Merge pull request #3000 from bernt-matthias/topic/dada_sort
stacks2_clonefilter,Stacks2: clone filter,stacks2,update,2.53+galaxy0,2.4+galaxy1,wrapper,f55e2407891a3c1f73f14a77b7ddadcd6f5eb1f8,2020-07-15T20:23:26+00:00,Merge pull request #2859 from bernt-matthias/topic/stacks-2.5
stacks2_cstacks,Stacks2: cstacks,stacks2,new,2.53+galaxy0,,initial,f55e2407891a3c1f73f14a77b7ddadcd6f5eb1f8,2020-07-15T20:23:26+00:00,Merge pull request #2859 from bernt-matthias/topic/stacks-2.5
stacks2_denovomap,Stacks2: de novo map,stacks2,update,2.53+galaxy0,2.4+galaxy1,wrapper,f55e2407891a3c1f73f14a77b7ddadcd6f5eb1f8,2020-07-15T20:23:26+00:00,Merge pull request #2859 from bernt-matthias/topic/stacks-2.5
stacks2_gstacks,Stacks2: gstacks,stacks2,update,2.53+galaxy0,2.4+galaxy1,wrapper,f55e2407891a3c1f73f14a77b7ddadcd6f5eb1f8,2020-07-15T20:23:26+00:00,Merge pull request #2859 from bernt-matthias/topic/stacks-2.5
stacks2_kmerfilter,Stacks2: kmer filter,stacks2,update,2.53+galaxy0,2.4+galaxy1,wrapper,f55e2407891a3c1f73f14a77b7ddadcd6f5eb1f8,2020-07-15T20:23:26+00:00,Merge pull request #2859 from bernt-matthias/topic/stacks-2.5
stacks2_populations,Stacks2: populations,stacks2,update,2.53+galaxy0,2.4+galaxy1,wrapper,f55e2407891a3c1f73f14a77b7ddadcd6f5eb1f8,2020-07-15T20:23:26+00:00,Merge pull request #2859 from bernt-matthias/topic/stacks-2.5
stacks2_procrad,Stacks2: process radtags,stacks2,update,2.53+galaxy0,2.4+galaxy1,wrapper,f55e2407891a3c1f73f14a77b7ddadcd6f5eb1f8,2020-07-15T20:23:26+00:00,Merge pull request #2859 from bernt-matthias/topic/stacks-2.5
stacks2_refmap,Stacks2: reference map,stacks2,update,2.53+galaxy0,2.4+galaxy1,wrapper,f55e2407891a3c1f73f14a77b7ddadcd6f5eb1f8,2020-07-15T20:23:26+00:00,Merge pull request #2859 from bernt-matthias/topic/stacks-2.5
stacks2_shortreads,Stacks2: process shortreads,stacks2,update,2.53+galaxy0,2.4+galaxy1,wrapper,f55e2407891a3c1f73f14a77b7ddadcd6f5eb1f8,2020-07-15T20:23:26+00:00,Merge pull request #2859 from bernt-matthias/topic/stacks-2.5
stacks2_sstacks,Stacks2: sstacks,stacks2,update,2.53+galaxy0,2.4+galaxy1,wrapper,f55e2407891a3c1f73f14a77b7ddadcd6f5eb1f8,2020-07-15T20:23:26+00:00,Merge pull request #2859 from bernt-matthias/topic/stacks-2.5
stacks2_tsv2bam,Stacks2: tsv2bam,stacks2,update,2.53+galaxy0,2.4+galaxy1,wrapper,f55e2407891a3c1f73f14a77b7ddadcd6f5eb1f8,2020-07-15T20:23:26+00:00,Merge pull request #2859 from bernt-matthias/topic/stacks-2.5
stacks2_ustacks,Stacks2: ustacks,stacks2,update,2.53+galaxy0,2.4+galaxy1,wrapper,f55e2407891a3c1f73f14a77b7ddadcd6f5eb1f8,2020-07-15T20:23:26+00:00,Merge pull request #2859 from bernt-matthias/topic/stacks-2.5
spaln,Spaln: align cDNA or Protein to genome,spaln,new,2.4.03+galaxy0,,initial,4cfc21ef8456ca8b8da0a8a8c045b8a472858608,2020-07-16T11:41:50+00:00,Merge pull request #3120 from pvanheus/choose_spaln_table
tetoolkit_tetranscripts,TEtranscripts,tetoolkit,new,2.2.0+galaxy0,,initial,de0508a070ac11901c5c4cb9caffea85f0c889fb,2020-07-16T11:51:50+00:00,Merge pull request #3129 from stephanflemming/tetranscript
fastqe,FASTQE,fastqe,new,0.2.6,,initial,acc3e75aff3a12ee82d03fbfe676ec81d5451c6e,2020-07-20T11:49:45+00:00,Merge pull request #3132 from galaxyproject/bgruening-patch-2
pygenomeTracks,@BINARY@,pygenometracks,update,3.5,3.3,wrapper,3bfe22506f7d9922ac885ef6a6fbe8f96c83ed14,2020-07-21T07:06:46+00:00,Merge pull request #3134 from lldelisle/pgt3.5
anndata_export,Export AnnData,anndata,update,0.6.22.post1+galaxy4,0.6.22.post1+galaxy3,wrapper,033c2d20a0c73cd84c5c3aee73ae224183a9c1c2,2020-07-22T12:56:50+00:00,Merge pull request #3135 from mtekman/anndatafix
anndata_import,Import Anndata,anndata,update,0.6.22.post1+galaxy4,0.6.22.post1+galaxy3,wrapper,033c2d20a0c73cd84c5c3aee73ae224183a9c1c2,2020-07-22T12:56:50+00:00,Merge pull request #3135 from mtekman/anndatafix
anndata_inspect,Inspect AnnData,anndata,update,0.6.22.post1+galaxy4,0.6.22.post1+galaxy3,wrapper,033c2d20a0c73cd84c5c3aee73ae224183a9c1c2,2020-07-22T12:56:50+00:00,Merge pull request #3135 from mtekman/anndatafix
anndata_manipulate,Manipulate AnnData,anndata,update,0.6.22.post1+galaxy4,0.6.22.post1+galaxy3,wrapper,033c2d20a0c73cd84c5c3aee73ae224183a9c1c2,2020-07-22T12:56:50+00:00,Merge pull request #3135 from mtekman/anndatafix
last_al,LASTal,last,new,1021+galaxy1,,initial,67b8e5adffa4015ee60b1b4a0cd220f632ba1082,2020-07-22T23:35:14+00:00,LAST : fix fasta format (#3125)
last_db,LASTdb,last,new,1021+galaxy1,,initial,67b8e5adffa4015ee60b1b4a0cd220f632ba1082,2020-07-22T23:35:14+00:00,LAST : fix fasta format (#3125)
last_train,LAST-train,last,new,1021+galaxy1,,initial,67b8e5adffa4015ee60b1b4a0cd220f632ba1082,2020-07-22T23:35:14+00:00,LAST : fix fasta format (#3125)
fastqe,FASTQE,fastqe,update,0.2.6+galaxy0,0.2.6,wrapper,4edf8f17bc1a8aaf25622afc9c0c048ff7fa2f0f,2020-07-24T16:52:40+00:00,Merge pull request #3141 from mblue9/fastqe_patch
iedb_api,IEDB,iedb_api,new,2.15.0,,initial,f4629adca2e0f6d5f0cdfea8e11ce65abf218adf,2020-07-29T21:19:23+00:00,Merge pull request #3148 from bernt-matthias/topic/iedb-fix
idba_tran,IDBA-TRAN,idba_ud,new,1.1.3+galaxy0,,initial,665baeb11498ceef8abb1f1da43fe315d2d75b37,2020-08-04T09:29:30+00:00,Merge pull request #3150 from pvanheus/idba_trans_fix
rna_star,RNA STAR,rgrnastar,update,2.7.5b,2.7.2b,upstream,a8e319862d723654c372a6d71e5de76e052586a9,2020-08-05T13:07:54+00:00,Merge pull request #3151 from mtekman/wmfixstarsolo
rna_starsolo,RNA STARSolo,rgrnastar,update,2.7.5b,2.7.2b1,upstream,a8e319862d723654c372a6d71e5de76e052586a9,2020-08-05T13:07:54+00:00,Merge pull request #3151 from mtekman/wmfixstarsolo
chira_extract,ChiRA extract,chira,update,1.4.0+galaxy0,1.3.7+galaxy0,wrapper,baafc05b1428cf0ec56a5171c41f2d429a0e0f96,2020-08-13T06:23:40+00:00,Merge pull request #3161 from pavanvidem/chira-1.4.0
chira_map,ChiRA map,chira,update,1.4.0+galaxy0,1.3.7+galaxy0,wrapper,baafc05b1428cf0ec56a5171c41f2d429a0e0f96,2020-08-13T06:23:40+00:00,Merge pull request #3161 from pavanvidem/chira-1.4.0
chira_merge,ChiRA merge,chira,update,1.4.0+galaxy0,1.3.7+galaxy0,wrapper,baafc05b1428cf0ec56a5171c41f2d429a0e0f96,2020-08-13T06:23:40+00:00,Merge pull request #3161 from pavanvidem/chira-1.4.0
chira_quantify,ChiRA qauntify,chira,update,1.4.0+galaxy0,1.3.7+galaxy0,wrapper,baafc05b1428cf0ec56a5171c41f2d429a0e0f96,2020-08-13T06:23:40+00:00,Merge pull request #3161 from pavanvidem/chira-1.4.0
hicexplorer_chicaggregatestatistic,@BINARY@,hicexplorer,update,3.4.3.1,3.4.3.0,wrapper,db84cc85222518217286b42262935edd3a49c98e,2020-08-14T08:17:06+00:00,Hicexplorer 3.4.3.1 (#2946)
hicexplorer_chicdifferentialtest,@BINARY@,hicexplorer,update,3.4.3.1,3.4.3.0,wrapper,db84cc85222518217286b42262935edd3a49c98e,2020-08-14T08:17:06+00:00,Hicexplorer 3.4.3.1 (#2946)
hicexplorer_chicplotviewpoint,@BINARY@,hicexplorer,update,3.4.3.1,3.4.3.0,wrapper,db84cc85222518217286b42262935edd3a49c98e,2020-08-14T08:17:06+00:00,Hicexplorer 3.4.3.1 (#2946)
hicexplorer_chicsignificantinteractions,@BINARY@,hicexplorer,update,3.4.3.1,3.4.3.0,wrapper,db84cc85222518217286b42262935edd3a49c98e,2020-08-14T08:17:06+00:00,Hicexplorer 3.4.3.1 (#2946)
hicexplorer_chicviewpoint,@BINARY@,hicexplorer,update,3.4.3.1,3.4.3.0,wrapper,db84cc85222518217286b42262935edd3a49c98e,2020-08-14T08:17:06+00:00,Hicexplorer 3.4.3.1 (#2946)
featurecounts,featureCounts,featurecounts,update,1.6.4+galaxy2,1.6.4+galaxy1,wrapper,d80704d28a7be0c42d41e48f8e12b9d727233be4,2020-08-14T08:17:23+00:00,Featurecounts multioverlap/multialign (#3156)
trinotate,Trinotate,trinotate,update,3.2.1,3.1.1,wrapper,7d7285e1c16a9058178a51c804409319e6685454,2020-08-14T19:56:15+00:00,Merge pull request #3165 from abretaud/trinotate
chira_extract,ChiRA extract,chira,update,1.4.2+galaxy0,1.4.0+galaxy0,wrapper,db6089d9452f1ecd5235c91817bde2ee9431cb4f,2020-08-14T19:58:04+00:00,Merge pull request #3167 from pavanvidem/chira-1.4.1
chira_map,ChiRA map,chira,update,1.4.2+galaxy0,1.4.0+galaxy0,wrapper,db6089d9452f1ecd5235c91817bde2ee9431cb4f,2020-08-14T19:58:04+00:00,Merge pull request #3167 from pavanvidem/chira-1.4.1
chira_merge,ChiRA merge,chira,update,1.4.2+galaxy0,1.4.0+galaxy0,wrapper,db6089d9452f1ecd5235c91817bde2ee9431cb4f,2020-08-14T19:58:04+00:00,Merge pull request #3167 from pavanvidem/chira-1.4.1
chira_quantify,ChiRA qauntify,chira,update,1.4.2+galaxy0,1.4.0+galaxy0,wrapper,db6089d9452f1ecd5235c91817bde2ee9431cb4f,2020-08-14T19:58:04+00:00,Merge pull request #3167 from pavanvidem/chira-1.4.1
chira_extract,ChiRA extract,chira,update,1.4.3+galaxy0,1.4.2+galaxy0,wrapper,0e230c23b17e07ec624c9c3a4f6f92268d1c06ab,2020-08-15T22:50:27+00:00,Merge pull request #3168 from pavanvidem/chira-1.4.3
chira_map,ChiRA map,chira,update,1.4.3+galaxy0,1.4.2+galaxy0,wrapper,0e230c23b17e07ec624c9c3a4f6f92268d1c06ab,2020-08-15T22:50:27+00:00,Merge pull request #3168 from pavanvidem/chira-1.4.3
chira_merge,ChiRA merge,chira,update,1.4.3+galaxy0,1.4.2+galaxy0,wrapper,0e230c23b17e07ec624c9c3a4f6f92268d1c06ab,2020-08-15T22:50:27+00:00,Merge pull request #3168 from pavanvidem/chira-1.4.3
