tool_id,tool_name,directory,event_type,version,old_version,change_type,commit_hash,commit_date,commit_message
bedtools_jaccard,bedtools JaccardBed,bedtools,new,2.19.0,,initial,92c3dee5f0146833f3aab9a221d3ff93393fea49,2014-12-17T14:00:28+00:00,fix bedtools jaccard
bedtools_annotatebed,bedtools AnnotateBed,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_bamtobed,bedtools BAM to BED,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_bed12tobed6,bedtools BED12 to BED6,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_bedpetobam,bedtools BEDPE to BAM,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_closestbed,bedtools ClosestBed,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_clusterbed,bedtools ClusterBed,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_complementbed,bedtools ComplementBed,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_coveragebed,bedtools Compute both the depth and breadth of coverage,bedtools,new,2.22.1,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_expandbed,bedtools ExpandBed,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_getfastabed,bedtools getfasta,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_groupbybed,bedtools GroupByBed,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_intersectbed,bedtools Intersect intervals,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_jaccard,bedtools JaccardBed,bedtools,update,2.22.0,2.19.0,wrapper,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_links,bedtools LinksBed,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_makewindowsbed,bedtools MakeWindowsBed,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_map,bedtools MapBed,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_maskfastabed,bedtools MaskFastaBed,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_mergebed,bedtools MergeBED,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_multicovtbed,bedtools MultiCovBed,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_multiintersectbed,bedtools Multiple Intersect,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_nucbed,bedtools NucBed,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_overlapbed,bedtools OverlapBed,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_randombed,bedtools RandomBed,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_reldistbed,bedtools ReldistBed,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_shufflebed,bedtools ShuffleBed,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_slopbed,bedtools SlopBed,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_sortbed,bedtools SortBED,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_subtractbed,bedtools SubtractBed,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_tagbed,bedtools TagBed,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_unionbedgraph,bedtools Merge BedGraph files,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
bedtools_windowbed,bedtools WindowBed,bedtools,new,2.22.0,,initial,203ac16ab5279e77b11ca7e6c978844fd9ad95dc,2015-01-06T18:45:48+00:00,Merge pull request #21 from galaxyproject/bedtools-update
gemini_@BINARY@,GEMINI @BINARY@,gemini,new,0.10.1.0,,initial,7297280349d057d23dbe511cfc86a8bc3798c0ea,2015-01-14T19:24:05+00:00,Fixes for tools not fully accounting for using string.printable within custom sanitizers.
seqtk_sample,seqtk_sample,seqtk,new,1.0-r75-dirty.0,,initial,06f207df2224c5f3bba1fb06a88026fc1b996d57,2015-02-05T17:00:07+00:00,Description was missed in code review
bedtools_genomecoveragebed,bedtools Genome Coverage,bedtools,new,2.22.0,,initial,eb4fa8862fb1785471e149afb68d0303d83128b2,2015-02-28T03:54:29+00:00,Merge branch 'master' of https://github.com/galaxyproject/tools-iuc
stringtie,StringTie,stringtie,new,1.0.1,,initial,9a6abbc1e0206d1a52070b47586e5bcf05d93f4b,2015-03-06T22:15:26+00:00,Merge branch 'master' of https://github.com/galaxyproject/tools-iuc
bedtools_map,bedtools MapBed,bedtools,update,2.22.1,2.22.0,wrapper,d4a05b4ae7ce4852f0b53681b77ae06cbc0919cf,2015-04-24T17:43:54+00:00,Merge pull request #111 from galaxyproject/bedtools-update
bedtools_mergebed,bedtools MergeBED,bedtools,update,2.22.1,2.22.0,wrapper,d4a05b4ae7ce4852f0b53681b77ae06cbc0919cf,2015-04-24T17:43:54+00:00,Merge pull request #111 from galaxyproject/bedtools-update
abyss-pe,ABySS,abyss,new,1.0.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
macs2_bdgbroadcall,MACS2 bdgbroadcall,macs2,new,2.1.0.20140616.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
macs2_bdgcmp,MACS2 bdgcmp,macs2,new,2.1.0.20140616.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
macs2_bdgdiff,MACS2 bdgdiff,macs2,new,2.1.0.20140616.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
macs2_bdgpeakcall,MACS2 bdgpeakcall,macs2,new,2.1.0.20140616.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
macs2_callpeak,MACS2 callpeak,macs2,new,2.1.0.20140616.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
macs2_filterdup,MACS2 filterdup,macs2,new,2.1.0.20140616.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
macs2_predictd,MACS2 predictd,macs2,new,2.1.0.20140616.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
macs2_randsample,MACS2 randsample,macs2,new,2.1.0.20140616.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
macs2_refinepeak,MACS2 refinepeak,macs2,new,2.1.0.20140616.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
seqtk_comp,seqtk_comp,seqtk,new,1.0-r75-dirty.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
seqtk_cutN,seqtk_cutN,seqtk,new,1.0-r75-dirty.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
seqtk_dropse,seqtk_dropse,seqtk,new,1.0-r75-dirty.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
seqtk_fqchk,seqtk_fqchk,seqtk,new,1.0-r75-dirty.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
seqtk_hety,seqtk_hety,seqtk,new,1.0-r75-dirty.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
seqtk_listhet,seqtk_listhet,seqtk,new,1.0-r75-dirty.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
seqtk_mergefa,seqtk_mergefa,seqtk,new,1.0-r75-dirty.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
seqtk_mergepe,seqtk_mergepe,seqtk,new,1.0-r75-dirty.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
seqtk_mutfa,seqtk_mutfa,seqtk,new,1.0-r75-dirty.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
seqtk_randbase,seqtk_randbase,seqtk,new,1.0-r75-dirty.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
seqtk_seq,seqtk_seq,seqtk,new,1.0-r75-dirty.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
seqtk_subseq,seqtk_subseq,seqtk,new,1.0-r75-dirty.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
seqtk_trimfq,seqtk_trimfq,seqtk,new,1.0-r75-dirty.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
xpath,XPath,xpath,new,1.0.0,,initial,a3bd17d8c0f737391e615317780338b827ed8275,2015-05-04T21:12:17+00:00,Merge pull request #121 from galaxyproject/travis-warnings
stringtie,StringTie,stringtie,update,1.0.3,1.0.1,wrapper,7b784f6f2540a5438f0e9153cdbcd60de4455867,2015-05-13T21:44:36+00:00,Merge pull request #139 from nekrut/stringtie-update
rna_star,RNA STAR,rgrnastar,new,2.4.0d,,initial,13522d2ad2efbb8dab405723f491bd1a6591e3ef,2015-05-18T17:33:20+00:00,Merge pull request #144 from galaxyproject/rnrgnastar-rename
progressivemauve,progressiveMauve,progressivemauve,new,2.4.0.0,,initial,936ca4b4641eae2bdfa93885f35f5a9263f9dae1,2015-05-22T19:55:43+00:00,Merge pull request #159 from galaxyproject/mauve2gff3
hmmer_hmmconvert,hmmconvert,hmmer3,new,0.1.0,,initial,ce2f2c30a2a4cf9b9a0670fa4be7dfa674be4444,2015-05-30T11:25:24+00:00,Merge pull request #164 from galaxyproject/hmmer3-update
hmmer_hmmfetch,hmmfetch,hmmer3,new,0.1.0,,initial,ce2f2c30a2a4cf9b9a0670fa4be7dfa674be4444,2015-05-30T11:25:24+00:00,Merge pull request #164 from galaxyproject/hmmer3-update
art_454,ART 454,art,new,2014.11.03.0,,initial,44c7d88ebdbf798890394a7696a4ce0c504faaf7,2015-06-11T17:46:48+00:00,Merge pull request #188 from galaxyproject/art-fixes
art_illumina,ART Illumina,art,new,2014.11.03.0,,initial,44c7d88ebdbf798890394a7696a4ce0c504faaf7,2015-06-11T17:46:48+00:00,Merge pull request #188 from galaxyproject/art-fixes
art_solid,ART SOLiD,art,new,2014.11.03.0,,initial,44c7d88ebdbf798890394a7696a4ce0c504faaf7,2015-06-11T17:46:48+00:00,Merge pull request #188 from galaxyproject/art-fixes
jbrowse,JBrowse,jbrowse,new,0.3,,initial,fd63087069bdf87d7a3c65d681a09de76ce8e708,2015-06-11T17:54:58+00:00,Merge pull request #141 from galaxyproject/jbrowse_02
abyss-pe,ABySS,abyss,update,1.9.0.0,1.0.0,wrapper,03fed233a43c71b5f248d453ece4b1f504c9c083,2015-06-18T13:16:10+00:00,Merge pull request #192 from nsoranzo/master
bedtools_annotatebed,bedtools AnnotateBed,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_bamtobed,bedtools BAM to BED,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_bed12tobed6,bedtools BED12 to BED6,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_bedpetobam,bedtools BEDPE to BAM,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_bedtobam,bedtools BED to BAM,bedtools,new,2.24.0,,initial,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_closestbed,bedtools ClosestBed,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_clusterbed,bedtools ClusterBed,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_complementbed,bedtools ComplementBed,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_coveragebed,bedtools Compute both the depth and breadth of coverage,bedtools,update,2.24.1,2.22.1,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_expandbed,bedtools ExpandBed,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_fisher,bedtools FisherBed,bedtools,new,2.24.0,,initial,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_flankbed,bedtools FlankBed,bedtools,new,2.24.0,,initial,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_genomecoveragebed,bedtools Genome Coverage,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_getfastabed,bedtools getfasta,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_groupbybed,bedtools GroupByBed,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_intersectbed,bedtools Intersect intervals,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_jaccard,bedtools JaccardBed,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_links,bedtools LinksBed,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_makewindowsbed,bedtools MakeWindowsBed,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_map,bedtools MapBed,bedtools,update,2.24.1,2.22.1,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_maskfastabed,bedtools MaskFastaBed,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_mergebed,bedtools MergeBED,bedtools,update,2.24.1,2.22.1,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_multicovtbed,bedtools MultiCovBed,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_multiintersectbed,bedtools Multiple Intersect,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_nucbed,bedtools NucBed,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_overlapbed,bedtools OverlapBed,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_randombed,bedtools RandomBed,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_reldistbed,bedtools ReldistBed,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_shufflebed,bedtools ShuffleBed,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_slopbed,bedtools SlopBed,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_sortbed,bedtools SortBED,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_subtractbed,bedtools SubtractBed,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_tagbed,bedtools TagBed,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_unionbedgraph,bedtools Merge BedGraph files,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
bedtools_windowbed,bedtools WindowBed,bedtools,update,2.24.0,2.22.0,wrapper,0887009a23d176b21536c9fd8a18c4fecc417d4f,2015-06-18T14:54:27+00:00,Merge pull request #193 from galaxyproject/bedtools_update
vsearch_dereplication,VSearch dereplication,vsearch,new,1.1.3.1,,initial,968f7c9ef3e4db85d7cb2f6ab100ebc3200222e0,2015-06-28T13:09:02+00:00,Merge pull request #197 from pjbriggs/fix-vsearch-dereplication
vsearch_sorting,VSearch sorting,vsearch,new,1.1.3.1,,initial,bc6599347f401b7f6cbe7fe97ce97a981036b1a4,2015-07-02T12:07:43+00:00,Merge pull request #201 from pjbriggs/update-vsearch-tools-sorting
stringtie,StringTie,stringtie,update,1.0.4,1.0.3,wrapper,b87f2363ef34a248c0197512c460fdf8166b0cdf,2015-07-31T20:51:21+00:00,Merge pull request #235 from galaxyproject/stringtie
taxonomy_krona_chart,Krona pie chart,taxonomy_krona_chart,new,2.0.0,,initial,2947cbbe0a688473dd7cae2bcb9f268fb23ed9ee,2015-08-14T18:36:56+00:00,Merge pull request #245 from nekrut/taxonomy_krona_chart
vsearch_clustering,VSearch clustering,vsearch,new,1.1.3.1,,initial,95732e013ec4dfe5dae0b9ed81e9d7710cbaed9d,2015-08-26T12:10:27+00:00,Merge pull request #202 from pjbriggs/update-vsearch-tools-clustering
bedtools_annotatebed,bedtools AnnotateBed,bedtools,update,2.24.1,2.24.0,wrapper,ad774606bda84aa1fe99b9cfd7668fe528ae3d6a,2015-09-28T10:59:02+00:00,Merge pull request #282 from galaxyproject/annotatebed
deseq2,DESeq2,deseq2,new,2.1.8.2,,initial,96855bd23bc9b1841203f6e70cb5059dc96ce4a4,2015-10-07T19:32:57+00:00,Merge pull request #294 from galaxyproject/deseq2_update
bp_genbank2gff3,Genbank to GFF3,bioperl,new,1.0,,initial,bfb533859ffc2fe69cb9297118210dd743d01b01,2015-10-09T19:25:50+00:00,Merge pull request #314 from galaxyproject/add_requirements
hisat2,HISAT2,hisat2,new,1.0.0,,initial,8c5baadeb241fe2ee777517e7628265b52ec3505,2015-10-10T20:23:24+00:00,Merge pull request #318 from galaxyproject/hisat_min
hisat2,HISAT2,hisat2,update,1.0.1,1.0.0,wrapper,b506753c5a6c755d070d36eab553e79692b2f232,2015-10-19T08:54:24+00:00,merge
transtermhp,TransTermHP,transtermhp,new,2.09.0,,initial,b506753c5a6c755d070d36eab553e79692b2f232,2015-10-19T08:54:24+00:00,merge
stringtie,StringTie,stringtie,update,1.1.0,1.0.4,wrapper,65c9ce2fdc2b4ce892df8e456f18b859a85c410a,2015-10-21T20:01:14+00:00,Merge branch 'master' of https://github.com/galaxyproject/tools-iuc
datamash_ops,Datamash,datamash,new,1.0.6,,initial,8a7a779896ce1b9b296557a2c31bd93f5fbb5462,2015-10-28T15:38:27+00:00,Merge pull request #353 from galaxyproject/datamash_suite
datamash_reverse,Reverse,datamash,new,1.0.6,,initial,8a7a779896ce1b9b296557a2c31bd93f5fbb5462,2015-10-28T15:38:27+00:00,Merge pull request #353 from galaxyproject/datamash_suite
datamash_transpose,Transpose,datamash,new,1.0.6,,initial,8a7a779896ce1b9b296557a2c31bd93f5fbb5462,2015-10-28T15:38:27+00:00,Merge pull request #353 from galaxyproject/datamash_suite
khmer_abundance_distribution,khmer: Abundance Distribution,khmer,new,2.0.0,,initial,68a5469b5c509604a6d569ca10477790d5878bd3,2015-11-10T16:49:22+00:00,Merge pull request #375 from galaxyproject/khmer_updates
khmer_abundance_distribution_single,khmer: Abundance Distribution (all-in-one),khmer,new,2.0.0,,initial,68a5469b5c509604a6d569ca10477790d5878bd3,2015-11-10T16:49:22+00:00,Merge pull request #375 from galaxyproject/khmer_updates
khmer_count_median,khmer: Count Median,khmer,new,2.0.0,,initial,68a5469b5c509604a6d569ca10477790d5878bd3,2015-11-10T16:49:22+00:00,Merge pull request #375 from galaxyproject/khmer_updates
khmer_extract_partitions,khmer: Extract partitions,khmer,new,2.0.0,,initial,68a5469b5c509604a6d569ca10477790d5878bd3,2015-11-10T16:49:22+00:00,Merge pull request #375 from galaxyproject/khmer_updates
khmer_filter_abundance,khmer: Filter reads,khmer,new,2.0.0,,initial,68a5469b5c509604a6d569ca10477790d5878bd3,2015-11-10T16:49:22+00:00,Merge pull request #375 from galaxyproject/khmer_updates
khmer_filter_below_abundance_cutoff,khmer: Filter reads,khmer,new,2.0.0,,initial,68a5469b5c509604a6d569ca10477790d5878bd3,2015-11-10T16:49:22+00:00,Merge pull request #375 from galaxyproject/khmer_updates
